Scan_number,ObjectX,ObjectY,ObjectLenght,ObjectWidth,ObjOrientation,NumerOfPoints
1679.0,14.288146,-5.607019,0.05,0.05,0.0,1.0
1679.0,10.223576,-4.597631,0.528364,0.234795,80.0,7.0
1679.0,11.273338,-5.787821,1.755074,0.700014,90.0,19.0
1679.0,9.230299,-4.294811,0.05,0.05,0.0,1.0
1679.0,11.75173,-5.638851,0.05,0.05,0.0,1.0
1679.0,7.314343,-9.462925,3.973786,0.084629,178.0,7.0
1679.0,1.07246,-5.553283,2.657248,1.75176,90.0,128.0
1679.0,1.495339,-6.047352,1.824135,0.335441,77.0,35.0
1679.0,-0.28021,-9.316547,0.075496,0.00048,39.0,2.0
1679.0,22.916061,7.055527,0.144694,0.038458,139.0,3.0
1680.0,0.580222,-3.581263,1.12008,0.245824,68.0,21.0
1680.0,1.293923,-3.014986,0.830297,0.190361,0.0,41.0
1680.0,7.754229,-3.752986,1.063833,0.058966,91.999992,12.0
1681.0,-5.596146,-3.259041,0.498537,0.06739,150.0,15.0
1681.0,-4.046502,-2.785862,0.07575,0.028496,103.0,5.0
1681.0,-5.353215,-3.684057,0.136919,0.016862,82.0,5.0
1681.0,-3.700364,-2.829431,0.073269,0.010832,119.000008,5.0
1681.0,-5.43555,-5.184954,2.408045,0.182588,89.0,49.0
1681.0,0.238201,-6.623912,0.528844,0.040573,84.999992,5.0
1681.0,0.839704,-4.021236,2.186742,1.109627,86.0,98.0
1681.0,7.555807,-4.626621,0.566359,0.079432,91.0,11.0
1682.0,40.333408,-2.633919,0.05,0.05,0.0,1.0
1682.0,37.422169,-3.92037,2.386718,0.309517,91.0,10.0
1682.0,50.436577,-3.622931,0.05,0.05,0.0,1.0
1682.0,27.853785,-2.870485,0.523087,0.054804,44.000004,3.0
1682.0,25.604706,-3.158586,0.484814,0.091896,44.000004,4.0
1682.0,22.963985,-4.691647,3.58716,0.85955,83.0,22.0
1682.0,55.324677,-7.893403,0.05,0.05,0.0,1.0
1682.0,16.808413,-4.984524,4.346257,3.548256,87.0,50.0
1682.0,28.341253,-4.542048,0.05,0.05,0.0,1.0
1682.0,52.787952,-8.488535,0.382947,0.001873,91.0,2.0
1682.0,25.72431,-4.558529,0.748623,0.145855,38.0,3.0
1682.0,13.226398,-4.128075,1.830785,1.01145,93.0,21.0
1682.0,85.102676,-18.699541,0.05,0.05,0.0,1.0
1682.0,82.451073,-19.61791,0.617298,0.001045,94.0,2.0
1682.0,17.761356,-4.541646,0.05,0.05,0.0,1.0
1682.0,10.58962,-3.595443,1.175397,1.026924,174.0,27.0
1682.0,71.89431,-18.016716,0.05,0.05,0.0,1.0
1682.0,102.073288,-26.109022,0.05,0.05,0.0,1.0
1682.0,16.739496,-5.113318,0.05,0.05,0.0,1.0
1682.0,14.284195,-4.523309,0.05,0.05,0.0,1.0
1682.0,8.273648,-5.28075,4.564824,1.571056,89.0,224.0
1682.0,13.806217,-4.949657,0.05,0.05,0.0,1.0
1682.0,52.664951,-18.353966,0.398179,0.003254,56.0,2.0
1682.0,11.460301,-4.431742,0.098103,0.000285,53.0,2.0
1682.0,50.130413,-18.876547,1.496852,0.277496,72.0,3.0
1682.0,8.983059,-4.0239,0.608728,0.287866,122.999992,6.0
1682.0,13.878237,-5.556948,0.05,0.05,0.0,1.0
1682.0,10.13663,-4.636501,0.535815,0.239502,84.0,7.0
1682.0,11.322541,-5.942626,1.905513,0.739182,100.0,18.0
1682.0,8.835394,-9.505074,0.827559,0.002069,176.999985,2.0
1682.0,6.050269,-9.444139,1.418269,0.003167,179.0,2.0
1682.0,0.964958,-5.599241,2.682652,1.65191,90.0,131.0
1682.0,1.430731,-6.059546,1.69597,0.247388,74.0,31.0
1682.0,4.059446,-9.417427,0.080878,0.000543,7.0,2.0
1682.0,-0.270765,-9.286753,0.06305,1.1e-05,2.0,2.0
1682.0,22.816065,7.062607,0.143975,0.134247,130.999985,5.0
1683.0,0.5719,-3.137884,0.249687,0.085464,35.0,13.0
1683.0,1.262964,-3.007989,0.996292,0.160358,0.0,46.0
1683.0,7.657743,-3.807893,0.368432,0.054858,91.0,8.0
1684.0,40.390209,-2.558062,0.05,0.05,0.0,1.0
1684.0,37.277046,-3.970365,2.129994,0.181717,89.0,9.0
1684.0,27.885214,-2.79758,0.682131,0.001623,31.000002,3.0
1684.0,79.752434,-8.304913,0.05,0.05,0.0,1.0
1684.0,25.634581,-3.068032,0.66969,0.256176,60.0,4.0
1684.0,22.957777,-4.629153,3.566758,1.041204,82.0,22.0
1684.0,77.111595,-9.653628,0.05,0.05,0.0,1.0
1684.0,31.0926,-4.450016,0.05,0.05,0.0,1.0
1684.0,45.428444,-6.413315,0.05,0.05,0.0,1.0
1684.0,28.516527,-4.506124,0.05,0.05,0.0,1.0
1684.0,15.8481,-4.889881,4.299398,1.858601,84.999992,43.0
1684.0,17.999416,-3.419834,1.046271,0.300809,28.999998,7.0
1684.0,25.832138,-4.661178,0.896149,0.591879,1.0,4.0
1684.0,52.697536,-8.550303,0.05,0.05,0.0,1.0
1684.0,50.465961,-8.917295,0.05,0.05,0.0,1.0
1684.0,16.41283,-3.686832,0.05,0.05,0.0,1.0
1684.0,13.169143,-4.348639,2.170943,1.05142,93.0,23.0
1684.0,82.364037,-19.741163,1.214893,0.062401,91.0,3.0
1684.0,17.686523,-4.485407,0.05,0.05,0.0,1.0
1684.0,10.728426,-4.008008,1.809237,1.694903,91.999992,40.0
1684.0,8.187092,-5.291208,4.617572,1.554411,89.0,231.0
1684.0,14.011688,-4.753215,0.444694,0.000129,65.0,2.0
1684.0,51.222656,-18.856148,2.538467,1.325796,179.0,6.0
1684.0,8.907598,-4.051016,0.55869,0.121421,117.000008,4.0
1684.0,11.162434,-5.980039,1.921107,0.551036,90.0,17.0
1684.0,8.772139,-9.507027,0.803901,0.038155,171.0,3.0
1684.0,6.459687,-9.491028,2.366484,0.069871,179.0,6.0
1684.0,0.886201,-5.58086,2.614253,1.671032,90.0,136.0
1684.0,4.078768,-9.409517,0.091119,0.000478,175.0,2.0
1684.0,1.5737,-5.478091,0.330373,0.184987,71.0,9.0
1684.0,1.278066,-6.481408,0.95408,0.094427,66.0,15.0
1684.0,-0.291891,-9.287355,0.120456,0.000682,22.999998,2.0
1684.0,33.775856,11.511374,0.81069,0.170185,97.0,4.0
1684.0,22.701748,7.070039,0.163255,0.047153,134.0,4.0
1684.0,36.214668,3.184669,5.774285,0.149391,97.0,24.0
1685.0,-5.754313,-3.263893,0.5298,0.084233,154.0,15.0
1685.0,-4.163651,-2.802579,0.080244,0.019802,108.999992,5.0
1685.0,-5.473683,-3.659272,0.142284,0.025692,86.0,5.0
1685.0,-3.81593,-2.833364,0.076213,0.023618,125.0,5.0
1685.0,-5.570768,-5.177175,2.460633,0.232545,88.000008,49.0
1685.0,0.125803,-6.63587,0.539573,0.025855,88.000008,5.0
1685.0,0.735365,-3.943401,2.062151,1.100257,86.0,100.0
1685.0,7.43225,-4.609911,0.46396,0.133542,90.0,10.0
1686.0,0.464076,-3.154495,0.232243,0.058494,51.000004,12.0
1686.0,1.150538,-3.024582,1.027554,0.195822,0.0,49.0
1686.0,7.553854,-3.599558,0.777986,0.067569,90.0,12.0
1687.0,40.341034,-2.5822,0.593834,0.004326,25.0,2.0
1687.0,37.178627,-3.980742,2.390036,0.156292,84.999992,10.0
1687.0,27.620628,-2.878646,0.473443,0.046577,51.000004,3.0
1687.0,25.468512,-3.121609,0.670837,0.129885,42.0,5.0
1687.0,22.795425,-4.636939,3.411995,0.860912,84.0,22.0
1687.0,45.075291,-6.225406,0.05,0.05,0.0,1.0
1687.0,77.160225,-11.068523,0.05,0.05,0.0,1.0
1687.0,16.571218,-4.969093,4.40847,3.503373,84.999992,52.0
1687.0,30.382904,-4.702103,0.05,0.05,0.0,1.0
1687.0,28.206108,-4.583108,0.05,0.05,0.0,1.0
1687.0,52.607109,-8.382787,0.05,0.05,0.0,1.0
1687.0,25.546524,-4.528375,0.845397,0.119123,47.0,4.0
1687.0,50.370441,-8.744221,0.05,0.05,0.0,1.0
1687.0,13.014675,-4.359031,2.221801,0.97046,91.0,27.0
1687.0,82.282845,-19.727959,0.607229,0.002525,91.0,2.0
1687.0,17.593184,-4.53518,0.05,0.05,0.0,1.0
1687.0,10.52134,-4.015243,1.862924,1.441204,91.0,37.0
1687.0,16.571533,-5.101573,0.05,0.05,0.0,1.0
1687.0,14.140579,-4.5126,0.05,0.05,0.0,1.0
1687.0,8.113974,-5.293327,4.587986,1.590798,90.0,253.0
1687.0,13.698291,-4.948023,0.05,0.05,0.0,1.0
1687.0,52.531418,-18.27133,0.686668,0.00153,70.0,2.0
1687.0,11.353401,-4.423093,0.160327,0.000585,16.0,2.0
1687.0,49.938408,-18.935074,1.505156,0.24725,74.0,4.0
1687.0,8.802982,-4.091521,0.522325,0.102303,102.000008,4.0
1687.0,11.109853,-5.898492,1.878437,0.483016,89.0,16.0
1687.0,0.804862,-5.5881,2.630557,1.651618,90.0,143.0
1687.0,1.560329,-5.361562,0.076504,0.000121,83.0,2.0
1687.0,1.410066,-5.628995,0.25195,0.013056,84.999992,4.0
1687.0,1.295418,-6.582056,0.689538,0.136447,73.0,11.0
1687.0,-0.306628,-9.355653,0.1073,0.097493,143.0,3.0
1687.0,22.659344,7.076299,0.147503,0.010072,32.0,3.0
1688.0,-5.845811,-3.248312,0.44886,0.060904,147.000015,13.0
1688.0,-4.246768,-2.803355,0.093076,0.023331,146.0,5.0
1688.0,-5.588247,-3.663066,0.165855,0.054398,68.999992,5.0
1688.0,-5.603899,-5.253998,2.212075,0.068192,89.0,44.0
1688.0,0.673072,-4.007421,2.201895,1.211973,84.0,104.0
1688.0,7.312111,-4.643263,0.529066,0.112233,90.0,11.0
1688.0,7.382817,-3.485518,0.203488,0.016216,80.999992,5.0
1689.0,40.30143,-2.583916,0.05,0.05,0.0,1.0
1689.0,50.201641,-3.555846,0.05,0.05,0.0,1.0
1689.0,37.081566,-3.975872,2.117764,0.091125,88.000008,9.0
1689.0,27.700657,-2.790138,0.66004,0.027716,31.000002,3.0
1689.0,82.442543,-7.485103,0.05,0.05,0.0,1.0
1689.0,79.750511,-8.35151,0.05,0.05,0.0,1.0
1689.0,25.440781,-3.148686,0.523235,0.189713,51.000004,4.0
1689.0,23.010345,-4.641634,3.517822,1.056427,90.0,22.0
1689.0,76.980209,-9.696453,0.05,0.05,0.0,1.0
1689.0,30.893011,-4.44132,0.05,0.05,0.0,1.0
1689.0,45.104774,-6.395771,0.05,0.05,0.0,1.0
1689.0,28.288095,-4.499204,0.05,0.05,0.0,1.0
1689.0,52.524719,-8.379037,0.366971,0.00082,86.0,2.0
1689.0,15.73102,-4.83545,4.22402,1.679626,90.0,46.0
1689.0,17.846752,-3.420324,1.030789,0.23363,31.000002,7.0
1689.0,25.671762,-4.46495,0.906466,0.006036,14.0,2.0
1689.0,13.013154,-4.288953,2.275476,1.149036,90.0,27.0
1689.0,85.089127,-18.097963,0.05,0.05,0.0,1.0
1689.0,82.216225,-19.750278,1.214682,0.002373,91.0,3.0
1689.0,17.546991,-4.463604,0.05,0.05,0.0,1.0
1689.0,10.444807,-4.030485,1.867687,1.444256,90.0,35.0
1689.0,13.855463,-4.843904,0.647842,0.265538,39.0,3.0
1689.0,7.976497,-5.254633,4.526389,1.497571,90.0,269.0
1689.0,51.062759,-18.86132,2.534061,1.30843,178.0,6.0
1689.0,11.018641,-4.467744,0.599407,0.052211,6.0,3.0
1689.0,8.830478,-4.147263,0.547394,0.175292,107.0,4.0
1689.0,10.973953,-5.51368,1.213386,0.630454,90.0,13.0
1689.0,38.206654,-17.329218,0.05,0.05,0.0,1.0
1689.0,12.636356,-7.18946,0.132537,0.000967,98.0,2.0
1689.0,11.300858,-6.937713,0.11043,0.000373,87.0,2.0
1689.0,0.732109,-5.631491,2.713678,1.60279,87.0,158.0
1689.0,1.318477,-5.789931,0.2429,0.010568,78.0,4.0
1689.0,1.259252,-6.63476,0.178326,0.039985,76.0,4.0
1689.0,-0.317941,-9.298094,0.070912,0.000294,161.0,2.0
1689.0,22.573734,7.060456,0.137545,0.114473,135.0,5.0
1690.0,0.361313,-3.12944,0.233599,0.046756,49.0,10.0
1690.0,1.121792,-3.11241,1.138816,0.33528,0.0,53.0
1690.0,7.434735,-3.817507,0.337017,0.066935,96.0,7.0
1691.0,-5.944116,-3.250433,0.41044,0.059195,146.0,12.0
1691.0,-4.376138,-2.804166,0.114223,0.010166,137.0,6.0
1691.0,-5.706707,-5.279687,2.204808,0.079175,89.0,43.0
1691.0,0.544563,-3.886137,1.945999,1.234141,90.0,102.0
1691.0,7.228479,-4.560838,0.439396,0.052689,95.000008,9.0
1692.0,39.903828,-2.695394,0.05,0.05,0.0,1.0
1692.0,37.04417,-3.96097,2.383513,0.184589,87.0,10.0
1692.0,50.001347,-3.693775,0.05,0.05,0.0,1.0
1692.0,27.50174,-2.886891,0.481043,0.047873,48.0,3.0
1692.0,82.218155,-7.741237,0.05,0.05,0.0,1.0
1692.0,25.238834,-3.150169,0.483667,0.144934,43.0,4.0
1692.0,22.640043,-4.611763,3.401058,0.870064,83.0,22.0
1692.0,77.002846,-11.040434,0.05,0.05,0.0,1.0
1692.0,17.870682,-3.355762,1.337258,0.261828,35.0,9.0
1692.0,30.257011,-4.680885,0.05,0.05,0.0,1.0
1692.0,27.990334,-4.54184,0.05,0.05,0.0,1.0
1692.0,52.429611,-8.341562,0.05,0.05,0.0,1.0
1692.0,15.546747,-4.87584,4.252943,1.478893,90.0,40.0
1692.0,25.450226,-4.587369,0.778416,0.157918,26.0,4.0
1692.0,50.175678,-8.698118,0.05,0.05,0.0,1.0
1692.0,16.13625,-3.699296,0.05,0.05,0.0,1.0
1692.0,12.91326,-4.422686,2.362878,1.113402,90.0,29.0
1692.0,82.151047,-20.016331,1.176088,0.000725,91.999992,2.0
1692.0,17.408731,-4.492216,0.05,0.05,0.0,1.0
1692.0,71.586166,-18.066826,0.05,0.05,0.0,1.0
1692.0,10.381845,-4.55643,2.968464,1.475045,90.0,44.0
1692.0,16.440395,-5.125562,0.138227,0.000186,96.0,2.0
1692.0,13.73559,-4.828886,0.586065,0.303508,28.0,4.0
1692.0,7.851403,-5.24853,4.496443,1.410231,90.0,246.0
1692.0,52.285973,-18.545214,0.05,0.05,0.0,1.0
1692.0,11.160802,-4.449574,0.161633,0.001229,14.0,2.0
1692.0,49.809238,-18.870636,1.498663,0.330986,68.999992,3.0
1692.0,8.788836,-4.14516,0.419062,0.172842,115.0,3.0
1692.0,8.318928,-5.937066,2.287322,0.789654,90.0,28.0
1692.0,12.521053,-7.068908,0.129368,0.000875,97.0,2.0
1692.0,11.20365,-6.824465,0.101265,1.4e-05,75.0,2.0
1692.0,0.621477,-5.617037,2.619727,1.548462,87.0,150.0
1692.0,1.188184,-6.331819,0.856898,0.027427,84.0,8.0
1692.0,-0.282256,-9.317321,0.081141,0.000409,148.0,2.0
1692.0,22.527502,7.007904,0.159739,0.053764,160.0,3.0
1693.0,0.30996,-3.076141,0.093846,0.045078,34.0,5.0
1693.0,1.049652,-3.106117,1.198854,0.293485,176.000015,56.0
1693.0,7.347974,-3.828949,0.308695,0.123231,77.0,7.0
1694.0,40.17123,-2.545732,0.05,0.05,0.0,1.0
1694.0,49.929089,-3.491071,0.05,0.05,0.0,1.0
1694.0,36.942333,-3.929369,2.094161,0.200447,91.0,8.0
1694.0,27.667091,-2.844381,1.099438,0.363825,40.0,4.0
1694.0,82.268875,-7.423937,0.05,0.05,0.0,1.0
1694.0,79.402481,-8.271307,0.05,0.05,0.0,1.0
1694.0,25.16931,-3.180399,0.564667,0.197264,36.0,4.0
1694.0,22.106848,-4.596873,3.700747,1.793669,83.0,27.0
1694.0,76.764069,-9.599441,0.05,0.05,0.0,1.0
1694.0,30.77702,-4.401565,0.05,0.05,0.0,1.0
1694.0,44.807846,-6.320805,0.05,0.05,0.0,1.0
1694.0,16.465107,-4.923015,4.275003,3.575789,89.0,57.0
1694.0,28.006941,-4.454238,0.426016,0.002682,48.0,2.0
1694.0,52.399548,-8.173223,0.654843,0.001495,79.0,2.0
1694.0,25.059052,-4.722503,0.365582,0.012568,84.0,3.0
1694.0,50.054787,-8.856795,0.05,0.05,0.0,1.0
1694.0,18.566864,-4.268164,0.05,0.05,0.0,1.0
1694.0,12.839372,-4.445646,2.340132,1.116028,91.0,29.0
1694.0,82.001678,-19.341846,0.592686,0.001312,91.999992,2.0
1694.0,17.351877,-4.538676,0.05,0.05,0.0,1.0
1694.0,71.529167,-17.769581,0.05,0.05,0.0,1.0
1694.0,10.35287,-4.082994,1.954282,1.59014,91.0,39.0
1694.0,16.329517,-5.091896,0.05,0.05,0.0,1.0
1694.0,13.730592,-4.778448,0.430955,0.002635,72.0,2.0
1694.0,7.669814,-5.204495,4.489332,1.441294,91.0,254.0
1694.0,52.209793,-18.500191,0.405045,0.003422,79.0,2.0
1694.0,49.683113,-18.814686,1.129068,0.14278,78.0,3.0
1694.0,8.515806,-4.14185,0.550048,0.295758,160.0,3.0
1694.0,10.617715,-5.427896,0.923102,0.591401,75.0,10.0
1694.0,8.327999,-6.034892,2.385773,0.806097,94.0,28.0
1694.0,12.468062,-7.081963,0.403243,0.049539,102.000008,4.0
1694.0,11.099903,-6.813642,0.154909,0.000659,112.0,2.0
1694.0,0.551646,-5.627273,2.452654,1.603949,90.0,146.0
1694.0,1.085685,-6.451618,0.579454,0.012266,86.0,6.0
1694.0,-0.309089,-9.312613,0.079852,0.000513,147.000015,2.0
1694.0,22.36315,7.077587,0.274217,0.075575,117.000008,4.0
1694.0,37.684181,10.759479,1.740177,1.118786,72.0,4.0
1695.0,-6.065869,-3.235756,0.398678,0.061493,150.0,11.0
1695.0,-4.480355,-2.791678,0.080016,0.045352,76.0,5.0
1695.0,-4.159845,-2.85514,0.084716,0.047085,84.999992,5.0
1695.0,-5.824533,-5.25705,2.197005,0.076293,88.000008,44.0
1695.0,0.49559,-4.038953,2.239745,1.285161,86.0,110.0
1695.0,7.123778,-4.56917,0.438757,0.032817,91.0,9.0
1695.0,7.188832,-3.48431,0.188434,0.069085,91.0,5.0
1696.0,0.893888,-3.111104,1.124166,0.303895,0.0,56.0
1696.0,3.065292,-2.841997,0.093676,0.058174,79.0,5.0
1696.0,7.224559,-3.86429,0.314224,0.068505,91.0,7.0
1697.0,49.842731,-3.466949,0.363148,0.002495,72.0,2.0
1697.0,36.937927,-3.916394,2.34694,0.373638,91.0,9.0
1697.0,27.387035,-2.837955,0.573381,0.018522,38.0,3.0
1697.0,82.04641,-7.634293,0.05,0.05,0.0,1.0
1697.0,25.184193,-3.125763,0.551014,0.222386,20.0,4.0
1697.0,22.674393,-4.741868,3.676798,0.903629,89.0,24.0
1697.0,16.962902,-3.531703,2.41836,0.480665,20.0,10.0
1697.0,27.85346,-4.492755,0.05,0.05,0.0,1.0
1697.0,52.241203,-8.450704,0.381581,0.00069,93.0,2.0
1697.0,15.257257,-4.905127,4.311247,1.100365,93.0,44.0
1697.0,25.329002,-4.520443,0.900137,0.149661,26.0,3.0
1697.0,84.578636,-18.680471,0.05,0.05,0.0,1.0
1697.0,12.767713,-4.473466,2.491699,1.0944,93.0,31.0
1697.0,17.244259,-4.572938,0.05,0.05,0.0,1.0
1697.0,71.405457,-17.977457,0.05,0.05,0.0,1.0
1697.0,81.949883,-20.498497,0.05,0.05,0.0,1.0
1697.0,10.2718,-4.177571,2.12813,1.572152,91.999992,42.0
1697.0,16.281601,-5.1969,0.172105,0.00077,115.999992,2.0
1697.0,13.666739,-4.816175,0.434162,0.128957,64.0,3.0
1697.0,7.618075,-5.267275,4.518908,1.334434,91.0,251.0
1697.0,52.068642,-18.424612,0.05,0.05,0.0,1.0
1697.0,49.590454,-18.801201,0.863472,0.10854,87.0,3.0
1697.0,8.591365,-4.226035,0.387895,0.061311,91.0,3.0
1697.0,10.82584,-5.561477,0.631083,0.145226,77.0,8.0
1697.0,37.958389,-17.33106,0.05,0.05,0.0,1.0
1697.0,8.279447,-6.063537,2.335882,0.716339,96.0,27.0
1697.0,12.370832,-7.044042,0.531352,0.060506,103.0,5.0
1697.0,0.468406,-5.653653,2.495164,1.635124,90.0,146.0
1697.0,0.997108,-6.534223,0.095893,0.000639,77.0,2.0
1697.0,-0.305438,-9.335116,0.130064,0.03019,8.0,3.0
1697.0,22.366959,6.978299,0.132329,0.040533,146.0,3.0
1698.0,-6.172597,-3.238807,0.348195,0.035534,146.0,10.0
1698.0,-4.441156,-2.835508,0.413585,0.087361,173.0,10.0
1698.0,-5.942115,-5.304805,2.247855,0.106254,89.0,45.0
1698.0,0.376044,-4.062791,2.314514,1.242104,84.999992,111.0
1698.0,6.99586,-4.573825,0.433573,0.034199,89.0,9.0
1698.0,7.054714,-3.494882,0.194314,0.039985,76.0,5.0
1699.0,39.57909,-2.74835,0.05,0.05,0.0,1.0
1699.0,36.795715,-3.877887,2.094745,0.219337,90.0,9.0
1699.0,27.237926,-2.917517,0.486253,0.046789,49.0,3.0
1699.0,82.003998,-7.87328,0.05,0.05,0.0,1.0
1699.0,76.650383,-8.444646,0.05,0.05,0.0,1.0
1699.0,25.020348,-3.180246,0.493719,0.137638,40.0,4.0
1699.0,22.52956,-4.76534,3.639547,1.036922,95.000008,25.0
1699.0,30.75358,-4.363369,0.05,0.05,0.0,1.0
1699.0,16.258982,-4.990335,4.34936,3.649589,86.0,58.0
1699.0,27.829678,-4.46949,0.505705,0.001997,14.0,2.0
1699.0,52.168659,-8.216108,0.363774,0.002899,77.0,2.0
1699.0,25.13175,-4.563416,0.732119,0.141991,37.0,3.0
1699.0,49.885521,-8.753099,0.05,0.05,0.0,1.0
1699.0,12.596869,-4.505451,2.550026,1.096919,84.999992,32.0
1699.0,81.842812,-19.808075,1.789585,0.015541,91.0,2.0
1699.0,17.180124,-4.541147,0.128165,0.000147,78.0,2.0
1699.0,69.636871,-17.788929,0.80381,0.000517,174.0,2.0
1699.0,10.045421,-4.19416,2.253351,1.302392,91.999992,39.0
1699.0,16.156761,-5.148867,0.05,0.05,0.0,1.0
1699.0,10.806545,-4.161125,0.714012,0.42508,114.0,7.0
1699.0,13.494354,-4.795545,0.433195,0.003693,62.000004,2.0
1699.0,7.509435,-5.245003,4.458252,1.460445,91.0,257.0
1699.0,8.478028,-4.262763,0.333176,2.2e-05,100.0,2.0
1699.0,10.811933,-5.381602,0.284357,0.045043,47.0,4.0
1699.0,37.915104,-17.181091,0.05,0.05,0.0,1.0
1699.0,12.255999,-6.72844,0.821254,0.030363,90.0,8.0
1699.0,8.317472,-6.063744,2.257839,0.78732,101.0,27.0
1699.0,10.985168,-6.564385,0.05,0.05,0.0,1.0
1699.0,0.388191,-5.690085,2.476997,1.581072,90.0,140.0
1699.0,2.916885,-9.414211,0.074229,4.8e-05,8.0,2.0
1699.0,-0.299275,-9.321068,0.07485,0.000457,35.0,2.0
1699.0,22.233292,7.03438,0.150784,0.098183,147.000015,4.0
1699.0,37.300812,10.68326,2.040525,0.581301,52.0,4.0
1700.0,0.867689,-3.096371,1.198553,0.281629,0.0,58.0
1700.0,2.960407,-2.82898,0.089106,0.050792,0.0,5.0
1700.0,7.110065,-3.848462,0.385831,0.065058,105.0,7.0
1701.0,-6.303058,-3.229242,0.337273,0.051934,148.0,10.0
1701.0,-4.723284,-2.802881,0.097347,0.0492,118.0,5.0
1701.0,-6.047445,-5.275196,2.16526,0.130826,91.0,45.0
1701.0,0.278253,-3.900989,1.962489,1.244859,86.0,109.0
1701.0,6.885104,-4.573186,0.410489,0.050802,80.0,9.0
1702.0,39.923943,-2.590775,0.05,0.05,0.0,1.0
1702.0,49.636169,-3.369256,0.352206,0.001698,82.0,2.0
1702.0,37.001156,-3.850919,2.28034,0.849731,91.999992,9.0
1702.0,26.551388,-2.963313,3.367195,0.175914,9.0,5.0
1702.0,22.487047,-4.748483,3.802641,1.058296,84.999992,27.0
1702.0,76.51873,-10.493047,1.630548,0.003487,93.0,2.0
1702.0,16.852873,-4.904606,4.70122,4.341201,1.0,61.0
1702.0,27.608574,-4.507696,0.347904,0.002806,26.0,2.0
1702.0,52.067589,-8.333751,0.375405,0.000381,89.0,2.0
1702.0,24.81806,-4.617592,0.183657,0.000982,74.0,2.0
1702.0,49.617184,-8.839122,0.05,0.05,0.0,1.0
1702.0,84.399452,-18.479933,0.05,0.05,0.0,1.0
1702.0,12.804804,-5.192266,3.838419,1.49229,91.999992,44.0
1702.0,17.098984,-4.504595,0.05,0.05,0.0,1.0
1702.0,9.961118,-4.242512,2.247504,1.289161,91.0,38.0
1702.0,16.099833,-5.17338,0.05,0.05,0.0,1.0
1702.0,10.726843,-4.163441,0.646582,0.639793,31.000002,7.0
1702.0,7.495233,-5.314803,4.612631,1.430829,91.0,258.0
1702.0,8.393435,-4.260078,0.365471,0.021217,107.0,3.0
1702.0,10.863945,-5.348822,0.10318,0.000797,39.0,2.0
1702.0,8.250275,-6.070169,2.174832,0.663587,101.0,24.0
1702.0,10.90564,-6.561027,0.05,0.05,0.0,1.0
1702.0,0.274295,-5.695867,2.385311,1.545808,90.0,137.0
1702.0,2.915221,-9.404124,0.127821,0.00093,12.0,2.0
1702.0,37.336723,11.215714,1.759726,0.948723,88.000008,6.0
1702.0,22.165899,6.949358,0.140022,0.100374,137.999985,4.0
1703.0,0.785684,-3.074296,1.049392,0.228193,0.0,52.0
1703.0,6.999765,-4.019806,0.530663,0.08019,93.0,7.0
1704.0,39.583897,-2.655415,0.05,0.05,0.0,1.0
1704.0,36.713654,-3.905585,2.316838,0.398834,91.999992,10.0
1704.0,27.20188,-2.812213,0.708244,0.036957,28.0,3.0
1704.0,25.009277,-3.10429,0.53532,0.199795,28.0,4.0
1704.0,22.465023,-4.788202,3.751151,0.880875,91.999992,25.0
1704.0,76.398209,-9.83372,0.05,0.05,0.0,1.0
1704.0,52.077965,-7.885948,0.05,0.05,0.0,1.0
1704.0,16.202751,-4.92301,4.328056,3.57679,91.0,61.0
1704.0,27.52952,-4.461074,0.05,0.05,0.0,1.0
1704.0,25.090166,-4.491693,0.887268,0.154718,25.0,3.0
1704.0,49.46307,-8.921899,0.05,0.05,0.0,1.0
1704.0,18.359507,-4.292828,0.05,0.05,0.0,1.0
1704.0,84.304939,-18.662186,0.05,0.05,0.0,1.0
1704.0,12.714092,-5.116538,3.789215,1.514966,91.0,44.0
1704.0,73.693298,-18.035471,0.05,0.05,0.0,1.0
1704.0,16.988033,-4.514545,0.05,0.05,0.0,1.0
1704.0,71.183525,-17.94496,0.05,0.05,0.0,1.0
1704.0,9.87244,-4.315798,2.3958,1.263419,90.0,38.0
1704.0,16.015625,-5.129103,0.128269,0.000183,86.0,2.0
1704.0,10.623209,-3.964505,0.402043,0.168566,21.0,5.0
1704.0,7.426617,-5.273221,4.508138,1.432928,90.0,260.0
1704.0,49.451031,-18.904398,1.031527,0.430992,95.000008,4.0
1704.0,10.515306,-4.531481,0.05,0.05,0.0,1.0
1704.0,8.354571,-4.327543,0.467201,0.057922,93.0,4.0
1704.0,10.765305,-5.33383,0.097906,0.000423,41.0,2.0
1704.0,7.998136,-5.74834,1.462276,0.285829,90.0,18.0
1704.0,10.840021,-6.506885,0.119433,0.00061,99.0,2.0
1704.0,8.165444,-7.101007,0.093211,9.5e-05,84.0,2.0
1704.0,8.363421,-9.511215,0.144427,0.001039,174.0,2.0
1704.0,0.211845,-5.688657,2.307782,1.563579,90.0,132.0
1704.0,2.869318,-9.420402,0.073633,0.000196,9.0,2.0
1704.0,40.548302,13.731442,0.26433,0.210697,126.000008,3.0
1704.0,22.054909,7.008299,0.150436,0.027374,147.000015,3.0
1704.0,36.816635,10.622188,2.15641,0.784451,54.0,4.0
